Nome do Repositório,Descrição,URL,Criado em,Idade do Repositório (dias),Última Atualização,Tempo desde última atualização (dias),Linguagem Principal,Total PRs Mesclados,Total de Releases,Total de Issues,Total de Issues Fechadas
ShadowsocksX-NG,Next Generation of ShadowsocksX,https://github.com/shadowsocks/ShadowsocksX-NG,10-06-2016,3181,29-10-2024,118,Swift,64,30,1356,1048
poetry,Python packaging and dependency management made easy,https://github.com/python-poetry/poetry,28-02-2018,2553,19-02-2025,5,Python,2268,139,6078,5617
carbon-lang,"Carbon Language's main repository: documents, design, implementation, and related tools. (NOTE: Carbon Language is experimental; see README)",https://github.com/carbon-language/carbon-lang,27-04-2020,1764,24-02-2025,0,C++,3570,232,624,511
Python,My Python Examples,https://github.com/geekcomputers/Python,30-11-2011,4835,21-02-2025,3,Python,1631,0,441,140
legado,"Legado 3.0 Book Reader with powerful controls & full functions❤️阅读3.0, 阅读是一款可以自定义来源阅读网络内容的工具，为广大网络文学爱好者提供一种方便、快捷舒适的试读体验。",https://github.com/gedoor/legado,22-05-2019,2105,23-02-2025,1,Kotlin,1077,115,2637,2564
engineering-blogs,A curated list of engineering blogs,https://github.com/kilimchoi/engineering-blogs,13-06-2015,3544,21-08-2024,187,Ruby,681,0,96,74
plane,"🔥 🔥 🔥 Open Source JIRA, Linear, Monday, and Asana Alternative. Plane helps you track your issues, epics, and cycles the easiest way on the planet.",https://github.com/makeplane/plane,19-11-2022,828,21-02-2025,3,TypeScript,4968,39,1117,700
harness,"Harness Open Source is an end-to-end developer platform with Source Control Management, CI/CD Pipelines, Hosted Developer Environments, and Artifact Registries.",https://github.com/harness/harness,07-02-2014,4035,22-02-2025,2,Go,1042,50,1991,1920
gpt-pilot,The first real AI developer,https://github.com/Pythagora-io/gpt-pilot,16-08-2023,558,14-02-2025,10,Python,395,0,544,301
awesome-awesomeness,A curated list of awesome awesomeness,https://github.com/bayandin/awesome-awesomeness,08-07-2014,3884,02-06-2024,267,Ruby,197,0,68,52
zsh-autosuggestions,Fish-like autosuggestions for zsh,https://github.com/zsh-users/zsh-autosuggestions,26-10-2013,4139,26-11-2024,90,Shell,114,0,603,453
material-design-lite,Material Design Components in HTML/CSS/JS,https://github.com/google/material-design-lite,14-01-2015,3694,22-07-2024,217,HTML,655,14,2189,1812
portainer,Making Docker and Kubernetes management easy.,https://github.com/portainer/portainer,19-05-2016,3203,20-02-2025,4,TypeScript,4777,137,5773,5232
polars,"Dataframes powered by a multithreaded, vectorized query engine, written in Rust",https://github.com/pola-rs/polars,13-05-2020,1748,23-02-2025,1,Rust,10357,203,9914,7743
How-To-Ask-Questions-The-Smart-Way,本文原文由知名 Hacker Eric S. Raymond 所撰寫，教你如何正確的提出技術問題並獲得你滿意的答案。,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,28-03-2015,3621,01-01-2025,54,JavaScript,98,0,27,20
certbot,Certbot is EFF's tool to obtain certs from Let's Encrypt and (optionally) auto-enable HTTPS on your server.  It can also act as a client for any other CA that uses the ACME protocol.,https://github.com/certbot/certbot,12-11-2014,3757,22-02-2025,2,Python,3872,56,5376,5240
HEU_KMS_Activator,Sem descrição,https://github.com/zbezj/HEU_KMS_Activator,23-06-2019,2073,02-01-2025,53,N/A,0,40,161,25
LLM101n,LLM101n: Let's build a Storyteller,https://github.com/karpathy/LLM101n,27-05-2024,273,01-08-2024,207,N/A,0,0,0,0
openpose,"OpenPose: Real-time multi-person keypoint detection library for body, face, hands, and foot estimation",https://github.com/CMU-Perceptual-Computing-Lab/openpose,24-04-2017,2863,03-08-2024,205,C++,174,15,1986,1663
run,润学全球官方指定GITHUB，整理润学宗旨、纲领、理论和各类润之实例；解决为什么润，润去哪里，怎么润三大问题； 并成为新中国人的核心宗教，核心信念。,https://github.com/The-Run-Philosophy-Organization/run,10-04-2022,1051,31-07-2024,208,N/A,172,0,255,213
beego,"beego is an open-source, high-performance web framework for the Go programming language.",https://github.com/beego/beego,29-02-2012,4744,12-01-2025,43,Go,1309,38,3356,3350
chatbox,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)",https://github.com/Bin-Huang/chatbox,06-03-2023,721,17-02-2025,7,TypeScript,53,47,1803,1291
chatgpt-web,用 Express 和  Vue3 搭建的 ChatGPT 演示网页,https://github.com/Chanzhaoyu/chatgpt-web,09-02-2023,746,16-08-2024,192,Vue,159,43,1747,1747
browser-use,Make websites accessible for AI agents,https://github.com/browser-use/browser-use,31-10-2024,116,23-02-2025,1,Python,261,37,369,133
vault,"A tool for secrets management, encryption as a service, and privileged access management",https://github.com/hashicorp/vault,25-02-2015,3652,21-02-2025,3,Go,19899,156,6253,5177
my-tv,我的电视 电视直播软件，安装即可使用,https://github.com/lizongying/my-tv,04-12-2023,448,20-06-2024,249,C,11,72,912,774
shardeum,Shardeum is an EVM based autoscaling blockchain,https://github.com/shardeum/shardeum,16-04-2024,314,24-02-2025,0,TypeScript,176,0,36,23
unsloth,"Finetune Llama 3.3, DeepSeek-R1 & Reasoning LLMs 2x faster with 70% less memory! 🦥",https://github.com/unslothai/unsloth,29-11-2023,453,22-02-2025,2,Python,294,11,1404,657
mattermost,Mattermost is an open source platform for secure collaboration across the entire software development lifecycle..,https://github.com/mattermost/mattermost,15-06-2015,3542,22-02-2025,2,TypeScript,18016,716,8873,8222
swc,Rust-based platform for the Web,https://github.com/swc-project/swc,22-12-2017,2621,24-02-2025,0,Rust,5074,623,3730,3336
android-open-project,"A categorized collection of Android Open Source Projects,  More powerful web version:",https://github.com/Trinea/android-open-project,05-01-2014,4068,08-07-2024,231,N/A,204,0,85,74
selenium,A browser automation framework and ecosystem.,https://github.com/SeleniumHQ/selenium,14-01-2013,4424,23-02-2025,1,Java,2563,102,10648,10511
modern-unix,A collection of modern/faster/saner alternatives to common unix commands.,https://github.com/ibraheemdev/modern-unix,12-01-2021,1504,10-09-2024,167,N/A,15,0,81,30
AnotherRedisDesktopManager,"🚀🚀🚀A faster, better and more stable Redis desktop manager [GUI client], compatible with Linux, Windows, Mac.",https://github.com/qishibo/AnotherRedisDesktopManager,08-01-2019,2239,05-02-2025,19,JavaScript,149,53,1039,916
RevokeMsgPatcher,:trollface: A hex editor for WeChat/QQ/TIM - PC版微信/QQ/TIM防撤回补丁（我已经看到了，撤回也没用了）,https://github.com/huiyadanli/RevokeMsgPatcher,21-07-2019,2045,07-11-2024,109,C#,10,20,758,690
ControlNet,Let us control diffusion models!,https://github.com/lllyasviel/ControlNet,01-02-2023,754,25-02-2024,365,Python,5,0,564,138
jax,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more",https://github.com/jax-ml/jax,25-10-2018,2314,23-02-2025,1,Python,12111,118,5980,4478
crawl4ai,🚀🤖 Crawl4AI: Open-source LLM Friendly Web Crawler & Scraper,https://github.com/unclecode/crawl4ai,09-05-2024,291,23-02-2025,1,Python,46,0,477,413
graphql-engine,"Blazing fast, instant realtime GraphQL APIs on all your data with fine grained access control, also trigger webhooks on database events.",https://github.com/hasura/graphql-engine,18-06-2018,2443,22-02-2025,2,TypeScript,2110,280,6333,4083
awesome-docker,:whale: A curated list of Docker resources and projects,https://github.com/veggiemonk/awesome-docker,21-09-2014,3809,25-01-2025,30,N/A,929,1,129,127
bruno,Opensource IDE For Exploring and Testing Api's (lightweight alternative to postman/insomnia),https://github.com/usebruno/bruno,27-09-2022,881,22-02-2025,2,JavaScript,923,124,2386,1274
awesome-php,"A curated list of amazingly awesome PHP libraries, resources and shiny things.",https://github.com/ziadoz/awesome-php,26-11-2013,4108,17-01-2025,38,N/A,444,0,152,150
nps,"一款轻量级、高性能、功能强大的内网穿透代理服务器。支持tcp、udp、socks5、http等几乎所有流量转发，可用来访问内网网站、本地支付接口调试、ssh访问、远程桌面，内网dns解析、内网socks5代理等等……，并带有功能强大的web管理端。a lightweight, high-performance, powerful intranet penetration proxy server, with a powerful web management terminal.",https://github.com/ehang-io/nps,04-11-2018,2304,30-05-2024,270,Go,74,59,1191,697
detectron2,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",https://github.com/facebookresearch/detectron2,05-09-2019,1999,14-01-2025,41,Python,0,10,3537,3083
C-Plus-Plus,"Collection of various algorithms in mathematics, machine learning, computer science and physics implemented in C++ for educational purposes.",https://github.com/TheAlgorithms/C-Plus-Plus,16-07-2016,3145,24-11-2024,92,C++,667,0,313,305
yew,Rust / Wasm framework for creating reliable and efficient web applications,https://github.com/yewstack/yew,16-12-2017,2627,23-02-2025,1,Rust,1735,35,1251,1128
jq,Command-line JSON processor,https://github.com/jqlang/jq,18-07-2012,4604,17-02-2025,7,C,578,13,2232,1868
serenity,The Serenity Operating System 🐞,https://github.com/SerenityOS/serenity,02-12-2018,2276,24-02-2025,0,C++,19179,0,4211,3497
learnGitBranching,An interactive git visualization and tutorial. Aspiring students of git can use this app to educate and challenge themselves towards mastery of git!,https://github.com/pcottle/learnGitBranching,13-08-2012,4578,20-02-2025,4,JavaScript,588,0,504,461
swr,React Hooks for Data Fetching,https://github.com/vercel/swr,28-10-2019,1946,20-02-2025,4,TypeScript,781,118,936,808
rxjs,A reactive programming library for JavaScript,https://github.com/ReactiveX/rxjs,15-03-2015,3634,23-02-2025,1,TypeScript,2588,2,3156,2939
OpenVoice,Instant voice cloning by MIT and MyShell. Audio foundation model.,https://github.com/myshell-ai/OpenVoice,29-11-2023,453,07-01-2025,48,Python,17,0,275,55
fairseq,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,https://github.com/facebookresearch/fairseq,29-08-2017,2736,09-01-2025,46,Python,233,16,4219,3055
vimrc,The ultimate Vim configuration (vimrc),https://github.com/amix/vimrc,29-05-2012,4654,06-10-2024,141,Vim Script,107,0,516,510
llvm-project,The LLVM Project is a collection of modular and reusable compiler and toolchain technologies.,https://github.com/llvm/llvm-project,07-12-2016,3001,24-02-2025,0,LLVM,38143,123,80779,55923
html2canvas,Screenshots with JavaScript,https://github.com/niklasvh/html2canvas,16-07-2011,4972,18-07-2024,221,TypeScript,186,45,2601,1657
remote-jobs,A list of semi to fully remote-friendly companies (jobs) in tech.,https://github.com/remoteintech/remote-jobs,13-10-2015,3422,18-02-2025,6,JavaScript,1250,0,179,159
cline,"Autonomous coding agent right in your IDE, capable of creating/editing files, executing commands, using the browser, and more with your permission every step of the way.",https://github.com/cline/cline,06-07-2024,233,24-02-2025,0,TypeScript,139,49,944,584
spaCy,💫 Industrial-strength Natural Language Processing (NLP) in Python,https://github.com/explosion/spaCy,03-07-2014,3889,03-02-2025,21,Python,3581,127,5683,5524
HowToLiveLonger,程序员延寿指南 | A programmer's guide to live longer,https://github.com/geekan/HowToLiveLonger,16-04-2022,1045,30-01-2024,391,N/A,13,0,129,103
MS-DOS,"The original sources of MS-DOS 1.25, 2.0, and 4.0 for reference purposes",https://github.com/microsoft/MS-DOS,25-06-2018,2436,25-04-2024,305,Assembly,37,0,0,0
jQuery-File-Upload,"File Upload widget with multiple file selection, drag&drop support, progress bar, validation and preview images, audio and video for jQuery. Supports cross-domain, chunked and resumable file uploads. Works with any server-side platform (Google App Engine, PHP, Python, Ruby on Rails, Java, etc.) that supports standard HTML form file uploads.",https://github.com/blueimp/jQuery-File-Upload,01-12-2010,5199,25-05-2023,641,PHP,119,0,3307,3258
ShareX,"ShareX is a free and open source program that lets you capture or record any area of your screen and share it with a single press of a key. It also allows uploading images, text or other types of files to many supported destinations you can choose from.",https://github.com/ShareX/ShareX,08-10-2013,4157,20-02-2025,4,C#,744,80,6642,6059
lottie-web,"Render After Effects animations natively on Web, Android and iOS, and React Native. http://airbnb.io/lottie/",https://github.com/airbnb/lottie-web,20-02-2015,3657,19-11-2024,97,JavaScript,136,0,2881,2122
Blog,冴羽写博客的地方，预计写四个系列：JavaScript深入系列、JavaScript专题系列、ES6系列、React系列。,https://github.com/mqyqingfeng/Blog,13-03-2017,2905,13-02-2025,11,N/A,3,0,333,100
nacos,"an easy-to-use dynamic service discovery, configuration and service management platform for building cloud native applications.",https://github.com/alibaba/nacos,15-06-2018,2446,20-02-2025,4,Java,2946,76,8811,8575
aseprite,"Animated sprite editor & pixel art tool (Windows, macOS, Linux)",https://github.com/aseprite/aseprite,19-08-2014,3842,20-02-2025,4,C++,347,114,4061,2376
pnpm,"Fast, disk space efficient package manager",https://github.com/pnpm/pnpm,28-01-2016,3315,24-02-2025,0,TypeScript,2433,983,4534,2820
pytorch-tutorial,PyTorch Tutorial for Deep Learning Researchers,https://github.com/yunjey/pytorch-tutorial,10-03-2017,2908,15-08-2023,559,Python,28,0,179,113
remix,"Build Better Websites. Create modern, resilient user experiences with web fundamentals.",https://github.com/remix-run/remix,26-10-2020,1582,19-02-2025,5,TypeScript,3364,155,2580,2305
union,"The trust-minimized, zero-knowledge bridging protocol, designed for censorship resistance, extremely high security, and usage in decentralized finance.",https://github.com/unionlabs/union,16-05-2023,650,23-02-2025,1,Rust,1925,76,1649,1404
floating-ui,A JavaScript library to position floating elements and create interactions for them.,https://github.com/floating-ui/floating-ui,29-03-2016,3254,09-02-2025,15,TypeScript,1111,467,1414,1381
etcher,"Flash OS images to SD cards & USB drives, safely and easily.",https://github.com/balena-io/etcher,27-10-2015,3408,20-02-2025,4,TypeScript,1726,284,2306,1810
outline,"The fastest knowledge base for growing teams. Beautiful, realtime collaborative, feature packed, and markdown compatible.",https://github.com/outline/outline,22-05-2016,3200,24-02-2025,0,TypeScript,2648,141,3141,3036
dotfiles,":wrench: .files, including ~/.macos — sensible hacker defaults for macOS",https://github.com/mathiasbynens/dotfiles,05-09-2011,4921,05-08-2024,203,Shell,44,0,392,248
LocalAI,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference",https://github.com/mudler/LocalAI,18-03-2023,709,23-02-2025,1,Go,3074,69,942,538
WxJava,微信开发 Java SDK ，支持包括微信支付，开放平台，小程序，企业微信，视频号，公众号等的后端开发,https://github.com/binarywang/WxJava,06-01-2016,3337,19-02-2025,5,Java,988,30,2271,2239
p3c,Alibaba Java Coding Guidelines pmd implements and IDE plugin,https://github.com/alibaba/p3c,23-06-2017,2803,06-08-2024,202,Kotlin,62,0,858,698
cockroach,"CockroachDB — the cloud native, distributed SQL database designed for high availability, effortless scale, and control over data placement.",https://github.com/cockroachdb/cockroach,06-02-2014,4036,24-02-2025,0,Go,63145,0,70656,64727
libpku,贵校课程资料民间整理,https://github.com/lib-pku/libpku,22-11-2018,2286,05-01-2022,1146,TeX,22,0,41,31
echo,"High performance, minimalist Go web framework",https://github.com/labstack/echo,01-03-2015,3648,12-02-2025,12,Go,586,108,1435,1381
